product_id,warehouse_id,safety_stock_days,reorder_point_units,target_stock_units
SKU0606,WH03,5,20,42
SKU0607,WH03,14,76,120
SKU0608,WH03,10,164,283
SKU0609,WH03,5,147,309
SKU0610,WH03,5,125,262
SKU0611,WH03,14,460,727
SKU0612,WH03,5,18,37
SKU0613,WH03,5,245,515
SKU0614,WH03,5,64,134
SKU0615,WH03,3,130,309
SKU0616,WH03,7,31,59
SKU0617,WH03,14,161,254
SKU0618,WH03,7,125,240
SKU0619,WH03,7,286,547
SKU0620,WH03,10,31,53
SKU0621,WH03,7,104,199
SKU0622,WH03,10,48,83
SKU0623,WH03,10,199,345
SKU0624,WH03,7,203,390
SKU0625,WH03,7,322,616
SKU0626,WH03,10,78,135
SKU0627,WH03,10,291,504
SKU0628,WH03,10,430,744
SKU0629,WH03,5,20,41
SKU0630,WH03,10,219,380
SKU0631,WH03,10,299,518
SKU0632,WH03,5,67,140
SKU0633,WH03,10,43,74
SKU0634,WH03,7,236,452
SKU0635,WH03,5,29,60
SKU0636,WH03,10,108,187
SKU0637,WH03,5,82,171
SKU0638,WH03,7,193,369
SKU0639,WH03,7,58,110
SKU0640,WH03,10,69,118
SKU0641,WH03,7,111,212
SKU0642,WH03,10,312,541
SKU0643,WH03,10,988,1712
SKU0644,WH03,7,26,50
SKU0645,WH03,14,213,335
SKU0646,WH03,10,48,83
SKU0647,WH03,7,253,484
SKU0648,WH03,14,69,109
SKU0649,WH03,7,55,106
SKU0650,WH03,3,40,94
SKU0651,WH03,5,79,165
SKU0652,WH03,7,135,259
SKU0653,WH03,5,130,273
SKU0654,WH03,7,101,193
SKU0655,WH03,7,31,59
SKU0656,WH03,7,195,373
SKU0657,WH03,3,65,153
SKU0658,WH03,10,359,622
SKU0659,WH03,7,54,103
SKU0660,WH03,5,20,42
SKU0661,WH03,7,98,188
SKU0662,WH03,7,324,621
SKU0663,WH03,7,117,224
SKU0664,WH03,7,85,162
SKU0665,WH03,3,31,73
SKU0666,WH03,10,614,1063
SKU0667,WH03,7,40,77
SKU0668,WH03,3,35,84
SKU0669,WH03,10,211,365
SKU0670,WH03,10,24,42
SKU0671,WH03,7,318,609
SKU0672,WH03,7,177,339
SKU0673,WH03,7,227,435
SKU0674,WH03,7,167,320
SKU0675,WH03,3,59,139
SKU0676,WH03,5,33,68
SKU0677,WH03,14,141,223
SKU0678,WH03,10,53,91
SKU0679,WH03,7,157,300
SKU0680,WH03,5,174,365
SKU0681,WH03,10,477,826
SKU0682,WH03,5,118,247
SKU0683,WH03,5,194,406
SKU0684,WH03,5,65,136
SKU0685,WH03,10,82,143
SKU0686,WH03,7,155,297
SKU0687,WH03,3,48,113
SKU0688,WH03,5,108,225
SKU0689,WH03,7,39,75
SKU0690,WH03,7,46,88
SKU0691,WH03,10,224,388
SKU0692,WH03,5,187,392
SKU0693,WH03,10,52,90
SKU0694,WH03,14,292,461
SKU0695,WH03,7,63,120
SKU0696,WH03,5,86,180
SKU0697,WH03,10,452,783
SKU0698,WH03,7,209,400
SKU0699,WH03,3,138,327
SKU0700,WH03,7,562,1078
SKU0701,WH03,14,85,134
SKU0702,WH03,7,42,80
SKU0703,WH03,10,66,115
SKU0704,WH03,7,81,154
SKU0705,WH03,7,13,24
SKU0706,WH03,3,56,133
SKU0707,WH03,7,62,119
SKU0708,WH03,5,171,358
SKU0709,WH03,7,139,266
SKU0710,WH03,5,49,103
SKU0711,WH03,7,172,329
SKU0712,WH03,7,194,371
SKU0713,WH03,3,34,80
SKU0714,WH03,5,54,114
SKU0715,WH03,14,22,35
SKU0716,WH03,3,26,60
SKU0717,WH03,7,52,100
SKU0718,WH03,7,108,207
SKU0719,WH03,7,44,83
SKU0720,WH03,10,80,138
SKU0721,WH03,5,28,59
SKU0722,WH03,7,118,226
SKU0723,WH03,7,148,284
SKU0724,WH03,7,145,278
SKU0725,WH03,14,162,255
SKU0726,WH03,14,40,63
SKU0727,WH03,5,49,102
SKU0728,WH03,7,70,134
SKU0729,WH03,5,59,123
SKU0730,WH03,5,210,189
SKU0731,WH03,7,364,698
SKU0732,WH03,7,210,402
SKU0733,WH03,7,42,80
SKU0734,WH03,5,155,325
SKU0735,WH03,5,150,315
SKU0736,WH03,14,78,123
SKU0737,WH03,14,343,542
SKU0738,WH03,3,59,139
SKU0739,WH03,10,36,62
SKU0740,WH03,7,152,292
SKU0741,WH03,10,154,266
SKU0742,WH03,7,83,158
SKU0743,WH03,10,122,212
SKU0744,WH03,3,36,84
SKU0745,WH03,7,175,335
SKU0746,WH03,14,154,243
SKU0747,WH03,5,98,205
SKU0748,WH03,5,116,244
SKU0749,WH03,10,45,78
SKU0750,WH03,10,57,98
SKU0751,WH03,10,18,30
SKU0752,WH03,10,210,364
SKU0753,WH03,10,43,74
SKU0754,WH03,5,95,199
SKU0755,WH03,7,141,270
SKU0756,WH03,10,217,376
SKU0757,WH03,10,43,74
SKU0758,WH03,5,80,167
SKU0759,WH03,5,378,794
SKU0760,WH03,10,590,1023
SKU0761,WH03,5,205,430
SKU0762,WH03,3,92,217
SKU0763,WH03,10,52,89
SKU0764,WH03,7,193,370
SKU0765,WH03,7,88,168
SKU0766,WH03,3,112,265
SKU0767,WH03,3,39,91
SKU0768,WH03,10,108,187
SKU0769,WH03,7,117,225
SKU0770,WH03,5,105,221
SKU0771,WH03,7,158,302
SKU0772,WH03,5,50,105
SKU0773,WH03,5,26,53
SKU0774,WH03,5,363,762
SKU0775,WH03,7,948,1817
SKU0776,WH03,5,126,264
SKU0777,WH03,7,31,59
SKU0778,WH03,7,51,97
SKU0779,WH03,7,160,306
SKU0780,WH03,5,281,591
SKU0781,WH03,3,23,54
SKU0782,WH03,3,61,143
SKU0783,WH03,7,121,231
SKU0784,WH03,10,275,476
SKU0785,WH03,5,62,130
SKU0786,WH03,10,31,54
SKU0787,WH03,10,221,383
SKU0788,WH03,3,186,440
SKU0789,WH03,3,63,149
SKU0790,WH03,5,122,255
SKU0791,WH03,3,132,105
SKU0792,WH03,7,48,91
SKU0793,WH03,3,170,403
SKU0794,WH03,10,179,310
SKU0795,WH03,7,157,301
SKU0796,WH03,10,488,845
SKU0797,WH03,10,49,85
SKU0798,WH03,7,62,118
SKU0799,WH03,14,185,291
SKU0800,WH03,14,97,152
SKU0801,WH03,7,205,392
SKU0802,WH03,5,71,150
SKU0803,WH03,7,42,80
SKU0804,WH03,5,90,188
SKU0805,WH03,7,118,226
SKU0806,WH03,7,234,449
SKU0807,WH03,7,144,276
SKU0808,WH03,10,191,331
SKU0809,WH03,5,113,236
SKU0810,WH03,7,86,164
SKU0811,WH03,7,53,102
SKU0812,WH03,10,164,284
SKU0813,WH03,7,207,144
SKU0814,WH03,3,308,731
SKU0815,WH03,10,422,732
SKU0816,WH03,5,149,312
SKU0817,WH03,10,178,308
SKU0818,WH03,7,94,179
SKU0819,WH03,7,33,63
SKU0820,WH03,10,104,180
SKU0821,WH03,10,139,240
SKU0822,WH03,10,155,269
SKU0823,WH03,7,154,295
SKU0824,WH03,10,289,501
SKU0825,WH03,7,55,104
SKU0826,WH03,10,69,119
SKU0827,WH03,10,466,807
SKU0828,WH03,5,169,354
SKU0829,WH03,5,60,125
SKU0830,WH03,5,77,161
SKU0831,WH03,5,77,161
SKU0832,WH03,7,104,199
SKU0833,WH03,5,129,271
SKU0834,WH03,7,988,1893
SKU0835,WH03,5,100,210
SKU0836,WH03,5,153,321
SKU0837,WH03,10,28,48
SKU0838,WH03,7,66,125
SKU0839,WH03,7,305,585
SKU0840,WH03,10,182,314
SKU0841,WH03,14,4,5
SKU0842,WH03,7,185,355
SKU0843,WH03,3,378,898
SKU0844,WH03,5,14,30
SKU0845,WH03,14,627,990
SKU0846,WH03,10,11,19
SKU0847,WH03,10,294,509
SKU0848,WH03,10,126,217
SKU0849,WH03,5,11,22
SKU0850,WH03,7,151,289
SKU0851,WH03,10,356,616
SKU0852,WH03,10,175,304
SKU0853,WH03,5,143,299
SKU0854,WH03,7,70,134
SKU0855,WH03,5,16,34
SKU0856,WH03,14,298,470
SKU0857,WH03,5,406,853
SKU0858,WH03,10,349,604
SKU0859,WH03,5,15,30
SKU0860,WH03,7,26,50
SKU0861,WH03,10,59,103
SKU0862,WH03,7,25,47
SKU0863,WH03,10,132,228
SKU0864,WH03,10,180,312
SKU0865,WH03,10,35,61
SKU0866,WH03,7,203,389
SKU0867,WH03,10,217,376
SKU0868,WH03,7,62,119
SKU0869,WH03,7,87,166
SKU0870,WH03,7,18,34
SKU0871,WH03,7,75,144
SKU0872,WH03,5,85,178
SKU0873,WH03,7,118,225
SKU0874,WH03,5,119,249
SKU0875,WH03,5,105,220
SKU0876,WH03,5,67,140
SKU0877,WH03,5,109,229
SKU0878,WH03,10,311,539
SKU0879,WH03,7,93,178
SKU0880,WH03,3,90,213
SKU0881,WH03,10,107,185
SKU0882,WH03,14,90,141
SKU0883,WH03,10,202,350
SKU0884,WH03,10,77,133
SKU0885,WH03,14,227,357
SKU0886,WH03,7,104,199
SKU0887,WH03,14,122,192
SKU0888,WH03,14,119,188
SKU0889,WH03,7,64,123
SKU0890,WH03,10,29,50
SKU0891,WH03,10,178,309
SKU0892,WH03,10,156,270
SKU0893,WH03,10,271,470
SKU0894,WH03,7,63,120
SKU0895,WH03,7,556,1065
SKU0896,WH03,7,72,138
SKU0897,WH03,10,58,100
SKU0898,WH03,10,52,90
SKU0899,WH03,10,27,46
SKU0900,WH03,10,501,868
SKU0901,WH03,14,549,866
SKU0902,WH03,5,145,304
SKU0903,WH03,14,72,113
SKU0904,WH03,3,344,816
SKU0905,WH03,7,74,141
SKU0906,WH03,5,66,139
SKU0907,WH03,7,368,705
SKU0908,WH03,7,183,350
SKU0909,WH03,5,610,1280
SKU0910,WH03,7,127,242
SKU0911,WH03,10,89,153
SKU0912,WH03,5,49,102
SKU0913,WH03,10,24,42
SKU0914,WH03,5,66,138
SKU0915,WH03,5,236,495
SKU0916,WH03,5,145,303
SKU0917,WH03,7,103,197
SKU0918,WH03,10,52,90
SKU0919,WH03,7,124,238
SKU0920,WH03,10,314,544
SKU0921,WH03,7,149,285
SKU0922,WH03,10,147,254
SKU0923,WH03,14,78,124
SKU0924,WH03,7,221,422
SKU0925,WH03,5,6,11
SKU0926,WH03,5,119,250
SKU0927,WH03,7,1020,1954
SKU0928,WH03,7,26,50
SKU0929,WH03,5,68,143
SKU0930,WH03,10,126,217
SKU0931,WH03,14,106,167
SKU0932,WH03,5,214,449
SKU0933,WH03,5,129,270
SKU0934,WH03,5,97,203
SKU0935,WH03,7,207,397
SKU0936,WH03,10,128,222
SKU0937,WH03,7,1765,3382
SKU0938,WH03,3,78,183
SKU0939,WH03,7,121,231
SKU0940,WH03,5,19,38
SKU0941,WH03,7,62,119
SKU0942,WH03,7,284,543
SKU0943,WH03,7,31,59
SKU0944,WH03,7,15,28
SKU0945,WH03,10,130,225
SKU0946,WH03,3,231,549
SKU0947,WH03,10,131,227
SKU0948,WH03,3,50,118
SKU0949,WH03,7,19,37
SKU0950,WH03,10,190,329
SKU0951,WH03,10,229,397
SKU0952,WH03,5,17,36
SKU0953,WH03,7,280,537
SKU0954,WH03,10,252,436
SKU0955,WH03,14,443,699
SKU0956,WH03,7,171,327
SKU0957,WH03,3,122,288
SKU0958,WH03,7,162,309
SKU0959,WH03,5,184,386
SKU0960,WH03,3,14,32
SKU0961,WH03,7,27,51
SKU0962,WH03,10,65,113
SKU0963,WH03,3,60,143
SKU0964,WH03,10,179,310
SKU0965,WH03,10,169,293
SKU0966,WH03,10,345,598
SKU0967,WH03,5,237,497
SKU0968,WH03,7,46,89
SKU0969,WH03,5,105,219
SKU0970,WH03,5,40,83
SKU0971,WH03,7,86,164
SKU0972,WH03,7,135,259
SKU0973,WH03,5,4,9
SKU0974,WH03,5,737,1546
SKU0975,WH03,14,266,420
SKU0976,WH03,10,74,128
SKU0977,WH03,7,572,1096
SKU0978,WH03,14,117,185
SKU0979,WH03,5,95,199
SKU0980,WH03,7,66,125
SKU0981,WH03,10,558,967
SKU0982,WH03,7,92,176
SKU0983,WH03,5,97,202
SKU0984,WH03,7,298,572
SKU0985,WH03,7,171,328
SKU0986,WH03,7,97,185
SKU0987,WH03,7,274,526
SKU0988,WH03,7,991,1899
SKU0989,WH03,5,112,235
SKU0990,WH03,7,113,215
SKU0991,WH03,5,98,206
SKU0992,WH03,10,410,711
SKU0993,WH03,10,74,128
SKU0994,WH03,7,79,151
SKU0995,WH03,10,32,55
SKU0996,WH03,3,24,56
SKU0997,WH03,7,64,122
SKU0998,WH03,7,96,184
SKU0999,WH03,7,496,950
SKU1000,WH03,10,205,354
SKU0001,WH04,7,149,286
SKU0002,WH04,7,877,1681
SKU0003,WH04,7,249,476
SKU0004,WH04,5,26,55
SKU0005,WH04,5,8,16
SKU0006,WH04,14,452,713
SKU0007,WH04,10,169,293
SKU0008,WH04,14,652,1030
SKU0009,WH04,5,56,117
SKU0010,WH04,3,135,320
SKU0011,WH04,7,316,605
SKU0012,WH04,14,157,247
SKU0013,WH04,5,84,176
SKU0014,WH04,5,126,264
SKU0015,WH04,3,161,381
SKU0016,WH04,10,182,316
SKU0017,WH04,10,443,768
SKU0018,WH04,10,122,211
SKU0019,WH04,3,30,71
SKU0020,WH04,10,1092,1893
SKU0021,WH04,7,86,164
SKU0022,WH04,5,74,155
SKU0023,WH04,5,116,244
SKU0024,WH04,7,157,301
SKU0025,WH04,7,105,200
SKU0026,WH04,14,230,363
SKU0027,WH04,7,143,273
SKU0028,WH04,7,173,331
SKU0029,WH04,10,23,39
SKU0030,WH04,10,1002,1736
SKU0031,WH04,3,87,205
SKU0032,WH04,7,249,477
SKU0033,WH04,5,36,75
SKU0034,WH04,7,97,185
SKU0035,WH04,10,101,175
SKU0036,WH04,7,554,1061
SKU0037,WH04,7,87,167
SKU0038,WH04,5,243,511
SKU0039,WH04,7,83,158
SKU0040,WH04,7,99,188
SKU0041,WH04,14,188,296
SKU0042,WH04,7,469,898
SKU0043,WH04,10,34,59
SKU0044,WH04,7,46,87
SKU0045,WH04,10,32,56
SKU0046,WH04,3,37,88
SKU0047,WH04,5,60,125
SKU0048,WH04,3,23,55
SKU0049,WH04,3,51,121
SKU0050,WH04,14,39,61
SKU0051,WH04,10,74,128
SKU0052,WH04,7,435,833
SKU0053,WH04,7,212,407
SKU0054,WH04,7,175,335
SKU0055,WH04,7,60,115
SKU0056,WH04,10,47,81
SKU0057,WH04,7,53,102
SKU0058,WH04,10,178,308
SKU0059,WH04,5,269,564
SKU0060,WH04,14,526,831
SKU0061,WH04,3,174,412
SKU0062,WH04,7,76,146
SKU0063,WH04,10,189,327
SKU0064,WH04,5,92,194
SKU0065,WH04,5,103,216
SKU0066,WH04,7,922,1768
SKU0067,WH04,7,31,58
SKU0068,WH04,14,189,299
SKU0069,WH04,10,549,951
SKU0070,WH04,7,40,76
SKU0071,WH04,14,131,207
SKU0072,WH04,7,92,176
SKU0073,WH04,10,151,262
SKU0074,WH04,5,30,62
SKU0075,WH04,7,252,483
SKU0076,WH04,3,179,426
SKU0077,WH04,3,156,369
SKU0078,WH04,10,85,146
SKU0079,WH04,5,133,279
SKU0080,WH04,7,66,126
SKU0081,WH04,10,137,237
SKU0082,WH04,3,683,1621
SKU0083,WH04,7,161,308
SKU0084,WH04,10,64,110
SKU0085,WH04,10,217,376
SKU0086,WH04,5,37,77
SKU0087,WH04,14,80,126
SKU0088,WH04,10,73,126
SKU0089,WH04,10,124,215
SKU0090,WH04,7,343,657
SKU0091,WH04,10,311,538
SKU0092,WH04,10,295,512
SKU0093,WH04,7,55,106
SKU0094,WH04,14,144,227
SKU0095,WH04,14,299,471
SKU0096,WH04,7,84,161
SKU0097,WH04,10,144,249
SKU0098,WH04,7,220,421
SKU0099,WH04,10,135,234
SKU0100,WH04,10,226,392
SKU0101,WH04,3,413,979
SKU0102,WH04,3,85,200
SKU0103,WH04,7,427,817
SKU0104,WH04,14,387,610
SKU0105,WH04,7,40,76
SKU0106,WH04,10,69,119
SKU0107,WH04,7,70,134
SKU0108,WH04,5,187,120
SKU0109,WH04,14,216,340
SKU0110,WH04,7,257,492
SKU0111,WH04,7,457,875
SKU0112,WH04,3,130,308
SKU0113,WH04,5,83,173
SKU0114,WH04,5,19,40
SKU0115,WH04,7,158,302
SKU0116,WH04,7,151,290
SKU0117,WH04,7,174,334
SKU0118,WH04,3,655,1554
SKU0119,WH04,5,376,788
SKU0120,WH04,7,299,573
SKU0121,WH04,14,99,156
SKU0122,WH04,7,93,179
SKU0123,WH04,5,113,237
SKU0124,WH04,7,74,141
SKU0125,WH04,14,367,579
SKU0126,WH04,10,255,441
SKU0127,WH04,10,70,120
SKU0128,WH04,14,686,1082
SKU0129,WH04,7,162,310
SKU0130,WH04,14,50,78
SKU0131,WH04,3,94,223
SKU0132,WH04,10,238,412
SKU0133,WH04,10,443,767
SKU0134,WH04,14,173,272
SKU0135,WH04,7,311,596
SKU0136,WH04,10,219,378
SKU0137,WH04,5,38,79
SKU0138,WH04,7,42,80
SKU0139,WH04,7,405,776
SKU0140,WH04,7,433,829
SKU0141,WH04,10,247,428
SKU0142,WH04,7,567,1086
SKU0143,WH04,5,318,668
SKU0144,WH04,7,273,523
SKU0145,WH04,10,82,141
SKU0146,WH04,10,876,1518
SKU0147,WH04,10,299,518
SKU0148,WH04,5,87,183
SKU0149,WH04,10,101,176
SKU0150,WH04,10,233,403
SKU0151,WH04,3,22,52
SKU0152,WH04,7,277,531
SKU0153,WH04,7,63,120
SKU0154,WH04,7,206,395
SKU0155,WH04,5,77,162
SKU0156,WH04,5,97,204
SKU0157,WH04,3,50,119
SKU0158,WH04,5,107,224
SKU0159,WH04,5,673,1413
SKU0160,WH04,10,641,1111
SKU0161,WH04,7,203,389
SKU0162,WH04,7,145,277
SKU0163,WH04,10,394,683
SKU0164,WH04,7,408,782
SKU0165,WH04,5,59,123
SKU0166,WH04,5,115,241
SKU0167,WH04,5,24,51
SKU0168,WH04,7,405,777
SKU0169,WH04,7,946,1812
SKU0170,WH04,7,159,304
SKU0171,WH04,7,22,42
SKU0172,WH04,14,404,638
SKU0173,WH04,7,66,126
SKU0174,WH04,7,82,156
SKU0175,WH04,7,260,497
SKU0176,WH04,10,232,402
SKU0177,WH04,10,119,206
SKU0178,WH04,10,103,178
SKU0179,WH04,5,138,289
SKU0180,WH04,7,102,196
SKU0181,WH04,10,68,118
SKU0182,WH04,7,110,210
SKU0183,WH04,14,317,501
SKU0184,WH04,7,126,241
SKU0185,WH04,7,42,80
SKU0186,WH04,7,359,689
SKU0187,WH04,7,13,25
SKU0188,WH04,10,124,214
SKU0189,WH04,5,71,148
SKU0190,WH04,7,169,323
SKU0191,WH04,7,245,469
SKU0192,WH04,10,508,881
SKU0193,WH04,7,78,149
SKU0194,WH04,14,396,625
SKU0195,WH04,10,220,381
SKU0196,WH04,7,32,61
SKU0197,WH04,10,1020,1767
SKU0198,WH04,14,64,101
SKU0199,WH04,5,180,377
SKU0200,WH04,7,210,402
SKU0201,WH04,5,158,331
SKU0202,WH04,7,95,182
SKU0203,WH04,5,259,544
SKU0204,WH04,10,46,79
SKU0205,WH04,7,139,267
SKU0206,WH04,7,89,171
SKU0207,WH04,3,54,127
SKU0208,WH04,10,271,470
SKU0209,WH04,7,389,745
SKU0210,WH04,7,109,208
SKU0211,WH04,7,298,571
SKU0212,WH04,5,129,270
SKU0213,WH04,7,66,127
SKU0214,WH04,14,186,293
SKU0215,WH04,5,94,197
SKU0216,WH04,10,99,171
SKU0217,WH04,3,145,344
SKU0218,WH04,10,228,395
SKU0219,WH04,5,30,62
SKU0220,WH04,7,34,64
SKU0221,WH04,7,474,414
SKU0222,WH04,5,59,124
SKU0223,WH04,7,194,371
SKU0224,WH04,7,298,571
SKU0225,WH04,7,47,90
SKU0226,WH04,14,66,104
SKU0227,WH04,7,666,1275
SKU0228,WH04,14,321,506
SKU0229,WH04,7,102,194
SKU0230,WH04,5,53,112
SKU0231,WH04,5,78,163
SKU0232,WH04,7,51,97
SKU0233,WH04,7,327,626
SKU0234,WH04,10,92,159
SKU0235,WH04,10,493,855
SKU0236,WH04,7,103,197
SKU0237,WH04,7,58,111
SKU0238,WH04,7,101,193
SKU0239,WH04,7,14,27
SKU0240,WH04,5,111,232
SKU0241,WH04,5,106,222
SKU0242,WH04,7,310,594
SKU0243,WH04,5,23,48
SKU0244,WH04,10,525,909
SKU0245,WH04,3,206,489
SKU0246,WH04,5,380,796
SKU0247,WH04,14,223,352
SKU0248,WH04,14,582,918
SKU0249,WH04,7,40,76
SKU0250,WH04,7,281,537
SKU0251,WH04,10,93,160
SKU0252,WH04,3,23,53
SKU0253,WH04,7,54,103
SKU0254,WH04,5,124,260
SKU0255,WH04,7,71,135
SKU0256,WH04,14,328,517
SKU0257,WH04,10,37,63
SKU0258,WH04,14,35,55
SKU0259,WH04,10,634,1099
SKU0260,WH04,7,333,638
SKU0261,WH04,10,72,125
SKU0262,WH04,10,184,319
SKU0263,WH04,7,369,708
SKU0264,WH04,5,180,377
SKU0265,WH04,7,169,323
SKU0266,WH04,5,330,692
SKU0267,WH04,7,77,147
SKU0268,WH04,5,127,266
SKU0269,WH04,7,146,278
SKU0270,WH04,5,97,202
SKU0271,WH04,5,87,182
SKU0272,WH04,7,158,302
SKU0273,WH04,5,127,267
SKU0274,WH04,14,91,144
SKU0275,WH04,7,304,582
SKU0276,WH04,7,62,118
SKU0277,WH04,3,81,192
SKU0278,WH04,10,142,245
SKU0279,WH04,7,204,390
SKU0280,WH04,7,22,42
SKU0281,WH04,5,274,576
SKU0282,WH04,10,101,174
SKU0283,WH04,14,700,1105
SKU0284,WH04,7,96,184
SKU0285,WH04,5,118,247
SKU0286,WH04,5,688,1444
SKU0287,WH04,3,77,182
SKU0288,WH04,10,562,974
SKU0289,WH04,14,242,382
SKU0290,WH04,14,340,536
SKU0291,WH04,10,197,341
SKU0292,WH04,5,264,554
SKU0293,WH04,14,126,199
SKU0294,WH04,7,61,117
SKU0295,WH04,7,83,160
SKU0296,WH04,10,202,350
SKU0297,WH04,3,81,192
SKU0298,WH04,10,350,606
SKU0299,WH04,14,756,1193
SKU0300,WH04,10,77,133
SKU0301,WH04,10,96,165
SKU0302,WH04,7,41,78
SKU0303,WH04,3,611,1451
SKU0304,WH04,10,243,421
SKU0305,WH04,7,227,436
SKU0306,WH04,14,70,111
SKU0307,WH04,5,123,258
SKU0308,WH04,7,234,447
SKU0309,WH04,7,118,226
SKU0310,WH04,10,486,841
SKU0311,WH04,10,1476,2558
SKU0312,WH04,14,100,158
SKU0313,WH04,5,49,103
SKU0314,WH04,7,67,129
SKU0315,WH04,3,418,991
SKU0316,WH04,5,314,660
SKU0317,WH04,7,131,251
SKU0318,WH04,7,153,292
SKU0319,WH04,7,71,136
SKU0320,WH04,7,329,630
SKU0321,WH04,7,105,201
SKU0322,WH04,10,146,253
SKU0323,WH04,5,213,447
SKU0324,WH04,7,125,239
SKU0325,WH04,10,150,259
SKU0326,WH04,10,186,323
SKU0327,WH04,10,377,654
SKU0328,WH04,5,541,1136
SKU0329,WH04,7,250,479
SKU0330,WH04,14,481,760
SKU0331,WH04,7,124,236
SKU0332,WH04,7,78,150
SKU0333,WH04,14,421,664
SKU0334,WH04,5,144,301
SKU0335,WH04,10,52,89
SKU0336,WH04,10,138,238
SKU0337,WH04,5,114,240
SKU0338,WH04,10,117,202
SKU0339,WH04,7,560,1072
SKU0340,WH04,10,284,492
SKU0341,WH04,14,804,1269
SKU0342,WH04,10,234,405
SKU0343,WH04,3,106,252
SKU0344,WH04,10,80,138
SKU0345,WH04,14,236,373
SKU0346,WH04,7,150,286
SKU0347,WH04,7,44,83
SKU0348,WH04,3,61,144
SKU0349,WH04,10,138,239
SKU0350,WH04,3,143,339
SKU0351,WH04,7,224,428
SKU0352,WH04,14,139,219
SKU0353,WH04,14,356,562
SKU0354,WH04,14,199,313
SKU0355,WH04,7,12,22
SKU0356,WH04,5,80,167
SKU0357,WH04,7,390,747
SKU0358,WH04,5,28,57
SKU0359,WH04,10,204,354
SKU0360,WH04,7,614,1177
SKU0361,WH04,7,75,143
SKU0362,WH04,3,99,234
SKU0363,WH04,7,46,88
SKU0364,WH04,10,797,1382
SKU0365,WH04,10,171,297
SKU0366,WH04,5,129,269
SKU0367,WH04,5,416,873
SKU0368,WH04,7,268,513
SKU0369,WH04,5,56,118
SKU0370,WH04,14,131,206
SKU0371,WH04,10,288,499
SKU0372,WH04,5,71,148
SKU0373,WH04,10,28,48
SKU0374,WH04,7,141,270
SKU0375,WH04,5,33,69
SKU0376,WH04,7,632,1210
SKU0377,WH04,3,116,274
SKU0378,WH04,7,66,126
SKU0379,WH04,10,99,171
SKU0380,WH04,14,43,68
SKU0381,WH04,7,55,106
SKU0382,WH04,7,368,706
SKU0383,WH04,5,916,1923
SKU0384,WH04,7,284,544
SKU0385,WH04,5,114,238
SKU0386,WH04,7,100,192
SKU0387,WH04,5,52,110
SKU0388,WH04,14,1490,2353
SKU0389,WH04,10,156,270
SKU0390,WH04,7,990,1897
SKU0391,WH04,10,646,1120
SKU0392,WH04,5,26,54
SKU0393,WH04,10,102,176
SKU0394,WH04,5,68,142
SKU0395,WH04,5,115,241
SKU0396,WH04,10,175,303
SKU0397,WH04,7,2186,4190
SKU0398,WH04,7,56,108
SKU0399,WH04,7,182,348
SKU0400,WH04,3,172,407
SKU0401,WH04,3,99,234
SKU0402,WH04,7,163,312
SKU0403,WH04,7,58,111
SKU0404,WH04,3,109,257
SKU0405,WH04,7,234,448
SKU0406,WH04,7,198,380
SKU0407,WH04,10,308,534
SKU0408,WH04,10,657,1139
SKU0409,WH04,7,343,657
SKU0410,WH04,7,158,302
SKU0411,WH04,7,52,99
SKU0412,WH04,7,86,165
SKU0413,WH04,3,81,192
SKU0414,WH04,3,124,293
SKU0415,WH04,10,120,208
SKU0416,WH04,5,53,112
SKU0417,WH04,7,51,97
SKU0418,WH04,7,34,64
SKU0419,WH04,7,120,229
SKU0420,WH04,10,50,86
SKU0421,WH04,10,75,130
SKU0422,WH04,3,69,164
SKU0423,WH04,10,56,96
SKU0424,WH04,7,208,398
SKU0425,WH04,7,287,550
SKU0426,WH04,10,113,195
SKU0427,WH04,10,125,216
SKU0428,WH04,7,240,459
SKU0429,WH04,14,123,194
SKU0430,WH04,7,73,140
SKU0431,WH04,7,433,830
SKU0432,WH04,3,218,518
SKU0433,WH04,5,212,444
SKU0434,WH04,7,340,650
SKU0435,WH04,7,25,48
SKU0436,WH04,7,499,956
SKU0437,WH04,10,263,455
SKU0438,WH04,5,306,641
SKU0439,WH04,10,262,453
SKU0440,WH04,10,193,334
SKU0441,WH04,10,144,250
SKU0442,WH04,10,257,445
SKU0443,WH04,10,140,242
SKU0444,WH04,5,269,564
SKU0445,WH04,10,45,77
SKU0446,WH04,14,144,227
SKU0447,WH04,7,929,1780
SKU0448,WH04,5,70,147
SKU0449,WH04,14,189,298
SKU0450,WH04,5,56,117
SKU0451,WH04,7,200,383
SKU0452,WH04,5,64,133
SKU0453,WH04,7,125,240
SKU0454,WH04,7,317,607
SKU0455,WH04,7,79,151
SKU0456,WH04,14,475,750
SKU0457,WH04,7,309,593
SKU0458,WH04,7,381,731
SKU0459,WH04,10,210,363
SKU0460,WH04,10,3407,5904
SKU0461,WH04,5,318,667
SKU0462,WH04,3,132,313
SKU0463,WH04,7,68,129
SKU0464,WH04,10,169,293
SKU0465,WH04,7,533,1020
SKU0466,WH04,5,573,1202
SKU0467,WH04,10,697,1209
SKU0468,WH04,10,374,648
SKU0469,WH04,7,48,92
SKU0470,WH04,10,286,496
SKU0471,WH04,10,61,105
SKU0472,WH04,10,49,84
SKU0473,WH04,10,229,397
SKU0474,WH04,10,296,512
